,Household_ID,Daily_Water_Usage_Liters,Number_of_Family_Members,Type_of_Residence,Water_Source,Monthly_Water_Bill,Smart_Meter_Reading,Leakage_Detection,Region,Income_Bracket,Number_of_Bathrooms,Average_Shower_Time_Minutes,Rainwater_Harvesting
45400,HH045401,253.84,5.0,apartment,municipal,38.55,245.69,No,Urban,Medium,1,9.22,No
45403,HH045404,188.74,5.0,apartment,municipal,29.02,187.01,No,Suburban,Low,3.0,3.0,No
45405,HH045406,179.18,3.0,apartment,municipal,26.23,179.45,No,Urban,Medium,1,6.44,No
45410,HH045411,233.07,5.0,apartment,borewell,37.68,233.75,No,Rural,Low,2.0,6.5,No
45417,HH045418,172.87,3.0,apartment,rainwater harvesting,23.38,179.08,No,Suburban,Medium,1.0,6.53,No
45421,HH045422,115.47,3,apartment,borewell,16.36,121.05,No,Urban,Medium,2.0,8.83,Yes
45427,HH045428,183.4,2.0,house,municipal,25.95,188.59,No,Urban,Medium,4.0,10.21,No
45431,HH045432,232.94,3,house,borewell,35.91,232.51,No,Suburban,Low,1.0,4.02,No
45438,HH045439,237.69,8.0,apartment,borewell,34.18,244.52,No,Urban,Low,1,12.49,No
45448,HH045449,201.01,3,apartment,municipal,28.36,203.53,No,Urban,Low,1.0,4.81,No
45450,HH045451,289.01,4.0,apartment,municipal,40.41,291.99,No,Urban,Medium,1,11.69,No
45468,HH045469,218.98,3.0,apartment,municipal,30.06,212.38,No,Urban,Low,1,3.59,No
45475,HH045476,239.87,3,apartment,municipal,35.2,239.15,No,Urban,Medium,2.0,6.07,No
45480,HH045481,191.82,8.0,apartment,municipal,30.6,189.57,No,Urban,Medium,1,6.42,Yes
45484,HH045485,182.22,2.0,apartment,municipal,29.73,187.17,No,Rural,Medium,4.0,10.03,No
45485,HH045486,244.84,3,apartment,borewell,39.68,248.89,No,Urban,Medium,4.0,6.66,No
45490,HH045491,110.87,3.0,house,municipal,15.49,117.89,No,Rural,Medium,1,12.31,No
45491,HH045492,188.68,3,apartment,municipal,30.04,191.12,No,Urban,Medium,2.0,9.07,No
45504,HH045505,146.33,3,house,municipal,22.21,144.23,No,Urban,Low,1.0,5.79,No
45513,HH045514,218.78,3.0,apartment,municipal,35.03,220.2,No,Suburban,Medium,2.0,8.91,No
45515,HH045516,136.02,2.0,house,municipal,22.03,127.23,No,Urban,High,1,5.43,No
45516,HH045517,192.24,5.0,apartment,municipal,28.17,197.5,No,Suburban,Medium,1.0,12.21,No
45529,HH045530,201.4,7.0,house,municipal,32.68,202.02,No,Urban,Low,2.0,5.23,No
45539,HH045540,127.05,2.0,apartment,municipal,20.59,124.14,No,Suburban,Medium,1.0,10.75,No
45543,HH045544,210.05,3,apartment,municipal,28.86,206.33,No,Urban,Medium,3.0,4.29,No
45546,HH045547,203.03,5.0,apartment,municipal,29.51,197.49,No,Urban,Medium,1.0,13.34,Yes
45549,HH045550,297.93,2.0,house,municipal,41.32,286.9,No,Urban,Low,3.0,6.91,Yes
45552,HH045553,209.84,3,apartment,rainwater harvesting,33.4,205.37,No,Urban,Medium,3.0,8.41,No
45554,HH045555,173.1,3.0,apartment,borewell,25.11,170.49,Yes,Urban,Medium,1.0,13.17,No
45558,HH045559,271.48,7.0,house,municipal,40.64,277.86,Yes,Urban,Low,2.0,3.6,No
45569,HH045570,151.08,4.0,apartment,municipal,23.62,154.93,No,Suburban,Medium,1,3.0,No
45573,HH045574,74.47,3,apartment,municipal,11.94,76.67,No,Urban,High,1,3.0,No
45584,HH045585,204.39,3,house,municipal,33.63,213.26,Yes,Suburban,Medium,2.0,3.17,No
45585,HH045586,134.38,5.0,apartment,municipal,18.94,134.82,No,Urban,Medium,2.0,13.18,Yes
45589,HH045590,280.57,3,apartment,municipal,45.32,279.46,No,Urban,Medium,1.0,7.39,No
45599,HH045600,263.53,1.0,house,municipal,37.69,258.72,No,Suburban,Low,1,4.9,No
45601,HH045602,185.99,3.0,apartment,municipal,28.06,178.2,No,Urban,High,1.0,7.8,No
45615,HH045616,186.02,3,house,municipal,28.77,186.63,No,Urban,Medium,1.0,7.59,No
45618,HH045619,283.87,3.0,apartment,municipal,39.44,289.5,No,Suburban,Medium,2.0,7.41,No
45624,HH045625,201.25,5.0,apartment,municipal,31.85,205.45,No,Urban,Medium,2.0,8.23,No
45635,HH045636,290.26,3,apartment,municipal,41.71,300.18,No,Urban,Medium,3.0,6.81,No
45636,HH045637,277.47,4.0,apartment,municipal,43.88,281.88,No,Urban,Medium,2.0,10.77,No
45639,HH045640,251.69,2.0,house,municipal,41.13,255.35,No,Urban,Medium,2.0,8.17,No
45642,HH045643,231.32,9.0,apartment,municipal,34.9,235.91,No,Urban,Medium,1,9.28,No
45647,HH045648,320.17,3.0,apartment,municipal,50.53,331.24,No,Rural,Medium,4.0,11.41,No
45652,HH045653,250.65,4.0,apartment,municipal,38.44,249.26,No,Urban,Medium,4.0,5.72,No
45657,HH045658,148.22,4.0,apartment,municipal,24.16,155.04,No,Suburban,High,1,7.23,No
45661,HH045662,192.13,6.0,apartment,municipal,29.96,193.09,Yes,Suburban,Medium,2.0,8.26,No
45672,HH045673,259.45,5.0,house,municipal,37.85,263.46,No,Urban,Low,1.0,8.02,No
45696,HH045697,289.86,3.0,house,municipal,45.3,287.55,No,Urban,High,2.0,11.06,No
45697,HH045698,197.66,3,apartment,municipal,30.78,192.91,No,Urban,Medium,1,11.03,No
45699,HH045700,194.59,3.0,apartment,borewell,29.16,194.8,No,Urban,Medium,4.0,7.47,No
45714,HH045715,138.42,3,house,municipal,22.17,135.9,No,Urban,High,1,5.98,No
45721,HH045722,197.39,3.0,apartment,municipal,27.75,193.82,No,Suburban,High,1.0,10.4,No
45733,HH045734,303.72,3,house,borewell,47.17,304.13,No,Suburban,Medium,1.0,7.87,No
45735,HH045736,208.97,3,house,municipal,34.06,203.3,No,Urban,Medium,1.0,6.17,No
45750,HH045751,236.78,4.0,apartment,municipal,34.27,239.28,No,Urban,Medium,1,9.95,No
45751,HH045752,185.35,9.0,house,municipal,26.77,190.21,No,Rural,Medium,1.0,9.28,No
45756,HH045757,126.15,3.0,apartment,municipal,18.14,123.67,No,Urban,Medium,2.0,6.48,No
45760,HH045761,182.19,5.0,apartment,municipal,26.31,177.24,No,Urban,Medium,1,3.0,No
45769,HH045770,214.82,4.0,house,municipal,33.6,220.36,No,Urban,Medium,1,6.18,No
45776,HH045777,218.3,5.0,apartment,municipal,34.37,213.04,No,Suburban,Medium,2.0,7.49,No
45780,HH045781,189.91,3,apartment,municipal,29.68,196.56,No,Suburban,Medium,1.0,5.12,No
45782,HH045783,163.35,3,apartment,municipal,24.9,168.66,No,Urban,Medium,1,3.0,No
45787,HH045788,255.66,3,house,rainwater harvesting,38.44,255.06,No,Suburban,Medium,2.0,8.69,No
45795,HH045796,185.75,8.0,apartment,municipal,28.31,179.84,No,Urban,Medium,1,3.0,No
45796,HH045797,170.39,3.0,apartment,rainwater harvesting,23.59,161.78,No,Urban,Medium,1,14.49,No
45797,HH045798,211.32,8.0,apartment,municipal,30.01,211.54,No,Urban,Medium,1,4.05,No
45809,HH045810,290.46,3,house,municipal,43.53,292.28,No,Urban,Medium,4.0,12.26,No
45812,HH045813,147.22,3,apartment,municipal,20.85,158.95,No,Urban,Medium,2.0,10.15,No
45832,HH045833,132.98,3,house,municipal,21.25,138.99,No,Urban,Medium,1,3.0,No
45834,HH045835,203.92,7.0,apartment,municipal,32.33,207.21,No,Rural,Medium,1.0,7.87,Yes
45836,HH045837,230.21,6.0,apartment,borewell,36.1,227.68,No,Suburban,Medium,1.0,13.77,No
45837,HH045838,147.06,5.0,apartment,borewell,21.33,143.28,No,Rural,Medium,1,3.0,No
45839,HH045840,236.27,3.0,apartment,municipal,33.77,236.49,No,Urban,Medium,2.0,11.45,No
45843,HH045844,248.39,7.0,apartment,municipal,39.57,240.38,No,Rural,Low,4.0,5.54,No
45846,HH045847,172.45,2.0,apartment,municipal,27.35,179.57,No,Rural,Medium,2.0,11.79,No
45849,HH045850,150.87,7.0,apartment,rainwater harvesting,23.12,153.2,No,Urban,Medium,1,3.0,No
45860,HH045861,175.74,3,house,borewell,27.14,170.6,No,Suburban,High,1,8.0,No
45861,HH045862,227.21,1.0,apartment,well,37.41,225.62,No,Urban,Medium,3.0,10.25,No
45869,HH045870,215.79,3.0,apartment,municipal,33.07,215.38,No,Urban,High,2.0,5.17,No
45873,HH045874,142.72,6.0,apartment,municipal,21.65,144.83,No,Suburban,Low,4.0,6.45,No
45880,HH045881,264.25,3,apartment,rainwater harvesting,42.21,260.46,No,Urban,Medium,1.0,3.79,No
45887,HH045888,148.08,7.0,apartment,municipal,20.83,154.65,No,Suburban,Medium,2.0,9.49,No
45888,HH045889,164.33,3,apartment,municipal,26.4,167.95,No,Suburban,Low,4.0,7.4,No
45890,HH045891,247.83,3,apartment,municipal,40.28,252.07,No,Urban,Low,2.0,7.41,No
45896,HH045897,206.67,3.0,house,municipal,29.47,207.08,No,Suburban,Low,1,8.78,No
45900,HH045901,228.15,3.0,apartment,municipal,32.06,230.3,No,Urban,Medium,1.0,6.96,No
45902,HH045903,122.8,3,apartment,municipal,18.42,120.2,No,Urban,Medium,1.0,8.34,No
45907,HH045908,199.99,3.0,apartment,municipal,28.64,196.6,No,Urban,Low,1,6.69,Yes
45912,HH045913,181.34,7.0,house,municipal,29.2,186.51,No,Urban,Medium,3.0,12.36,No
45914,HH045915,166.45,3,house,well,24.42,174.06,No,Urban,Medium,1.0,8.6,No
45920,HH045921,207.51,3,house,municipal,28.07,199.08,No,Rural,High,3.0,3.0,No
45921,HH045922,260.02,3,apartment,municipal,37.08,261.76,No,Rural,Medium,2.0,8.07,No
45922,HH045923,222.7,4.0,house,municipal,32.94,222.23,No,Rural,Medium,1.0,7.16,No
45932,HH045933,173.42,4.0,apartment,municipal,25.25,174.92,Yes,Urban,Medium,1.0,8.91,No
45941,HH045942,242.33,7.0,apartment,municipal,33.82,236.13,No,Urban,High,1,3.15,Yes
45943,HH045944,213.39,5.0,apartment,well,31.57,208.08,No,Urban,High,1.0,3.69,No
45951,HH045952,236.28,4.0,apartment,municipal,37.79,232.54,No,Suburban,Low,1,9.32,No
45952,HH045953,180.2,5.0,apartment,municipal,27.61,179.46,No,Urban,Medium,2.0,4.66,No
45956,HH045957,197.59,3,apartment,municipal,31.94,195.45,No,Urban,Medium,1,10.6,No
45975,HH045976,158.91,4.0,apartment,borewell,21.83,155.83,No,Rural,Low,1.0,8.69,No
45979,HH045980,220.64,2.0,apartment,municipal,35.7,223.5,No,Urban,High,1,9.09,No
45985,HH045986,102.7,4.0,apartment,borewell,15.59,94.93,No,Urban,High,1,8.57,No
45993,HH045994,214.4,4.0,apartment,rainwater harvesting,30.82,212.99,No,Urban,Low,1.0,3.0,No
45996,HH045997,184.06,7.0,apartment,municipal,25.82,183.87,No,Urban,Medium,2.0,4.39,No
46001,HH046002,207.08,3,apartment,municipal,30.05,198.63,No,Urban,Medium,1,9.24,No
46006,HH046007,199.76,3,house,borewell,31.94,206.53,No,Rural,Low,1.0,9.89,No
46007,HH046008,175.44,3.0,apartment,municipal,26.94,167.71,No,Urban,Medium,1,8.18,No
46011,HH046012,226.21,3.0,house,municipal,34.13,222.22,No,Suburban,Medium,1.0,9.63,Yes
46012,HH046013,229.36,6.0,apartment,municipal,37.78,219.59,No,Urban,Low,1,3.0,No
46013,HH046014,173.64,4.0,apartment,municipal,25.08,176.86,No,Suburban,Medium,1,7.46,No
46014,HH046015,251.52,2.0,house,municipal,39.94,253.44,No,Suburban,Low,2.0,7.38,No
46015,HH046016,172.58,7.0,apartment,municipal,25.79,175.16,No,Urban,High,1,11.79,No
46023,HH046024,262.8,7.0,apartment,municipal,38.41,268.38,No,Rural,Low,1,6.57,No
46025,HH046026,227.55,3,apartment,rainwater harvesting,33.51,230.47,No,Rural,High,3.0,6.14,No
46035,HH046036,131.02,6.0,house,municipal,21.1,123.9,No,Urban,High,1.0,8.63,No
46048,HH046049,274.58,6.0,apartment,municipal,39.04,277.57,No,Rural,Medium,1.0,4.83,Yes
46054,HH046055,204.19,3.0,apartment,municipal,30.64,207.35,No,Urban,Medium,1,10.28,Yes
46057,HH046058,207.39,2.0,apartment,municipal,33.97,215.68,No,Urban,Medium,3.0,6.07,No
46082,HH046083,280.84,3,house,borewell,43.18,272.8,No,Urban,Low,1,10.53,No
46087,HH046088,204.86,5.0,apartment,borewell,33.43,205.64,No,Rural,Low,1,8.5,No
46090,HH046091,162.08,3.0,apartment,rainwater harvesting,23.8,161.25,No,Urban,Medium,1,5.19,No
46091,HH046092,243.06,3.0,house,municipal,34.27,237.15,No,Suburban,Medium,1.0,9.66,No
46102,HH046103,228.52,3.0,apartment,municipal,33.68,220.3,No,Urban,Medium,1,5.94,No
46112,HH046113,249.93,3,apartment,municipal,37.95,257.31,No,Rural,Medium,4.0,5.33,No
46123,HH046124,201.58,3,house,municipal,28.4,207.96,No,Urban,Medium,2.0,10.76,No
46145,HH046146,162.86,4.0,apartment,municipal,25.2,168.87,No,Suburban,Medium,2.0,12.57,No
46153,HH046154,205.91,5.0,apartment,municipal,30.25,199.03,No,Suburban,Medium,2.0,9.37,No
46163,HH046164,287.18,3,house,municipal,42.46,286.1,No,Urban,High,2.0,6.15,No
46178,HH046179,253.11,7.0,apartment,municipal,39.19,248.34,No,Urban,Medium,2.0,7.86,No
46182,HH046183,239.84,3.0,house,borewell,32.59,239.41,No,Urban,Medium,2.0,7.29,No
46190,HH046191,251.0,3,house,borewell,34.24,250.3,No,Suburban,High,3.0,10.41,No
46191,HH046192,282.68,3.0,apartment,borewell,41.66,284.14,No,Urban,Medium,3.0,9.27,No
46194,HH046195,185.81,4.0,house,municipal,27.93,190.61,No,Urban,Low,1,3.0,No
46201,HH046202,165.75,4.0,house,municipal,24.3,169.84,No,Urban,Low,1.0,7.44,No
46210,HH046211,215.41,3,apartment,borewell,29.14,217.06,No,Urban,Medium,2.0,11.03,No
46214,HH046215,202.06,5.0,apartment,municipal,30.44,199.06,No,Urban,Medium,4.0,8.36,No
46223,HH046224,289.19,3,apartment,municipal,39.67,288.96,No,Urban,Low,2.0,3.0,Yes
46227,HH046228,214.96,2.0,house,municipal,34.06,210.4,No,Rural,Medium,1.0,6.97,No
46228,HH046229,221.58,4.0,house,municipal,32.97,221.58,No,Urban,Medium,1.0,5.85,No
46229,HH046230,129.13,3,apartment,municipal,19.71,129.72,No,Urban,Medium,2.0,14.1,No
46230,HH046231,235.0,4.0,apartment,municipal,32.32,235.08,No,Urban,Low,1.0,3.97,No
46233,HH046234,229.95,3,apartment,borewell,32.79,227.88,No,Suburban,Medium,1.0,4.94,Yes
46248,HH046249,201.76,4.0,house,municipal,33.03,194.27,No,Urban,Low,1,10.62,No
46256,HH046257,241.54,3.0,apartment,municipal,35.46,245.37,Yes,Rural,Medium,3.0,5.91,No
46257,HH046258,201.43,3.0,apartment,municipal,32.97,195.81,No,Suburban,Medium,2.0,10.57,No
46260,HH046261,212.85,3,apartment,well,32.31,213.71,No,Suburban,Medium,2.0,3.09,No
46262,HH046263,195.23,3,apartment,municipal,26.75,207.56,No,Suburban,Medium,1,9.38,No
46266,HH046267,135.27,3,apartment,municipal,18.59,134.21,No,Urban,Medium,1.0,4.68,No
46271,HH046272,222.04,4.0,apartment,municipal,34.49,216.09,No,Urban,High,1,10.96,No
46273,HH046274,203.71,5.0,apartment,municipal,27.97,201.8,No,Suburban,Medium,1,6.25,No
46277,HH046278,165.59,3.0,apartment,municipal,24.9,165.33,No,Urban,Medium,3.0,7.21,No
46278,HH046279,237.35,4.0,apartment,municipal,36.88,241.71,No,Rural,High,1.0,8.34,No
46287,HH046288,232.84,6.0,apartment,municipal,31.66,234.88,No,Urban,Medium,1.0,14.36,No
46294,HH046295,190.71,3,house,municipal,28.35,197.8,No,Urban,Medium,1,7.71,No
46297,HH046298,162.93,4.0,apartment,municipal,23.6,163.0,No,Rural,Medium,1.0,11.88,No
46298,HH046299,316.61,2.0,apartment,municipal,49.54,323.4,No,Suburban,Low,1,10.58,No
46302,HH046303,157.93,7.0,house,municipal,25.93,152.23,No,Urban,High,1.0,8.2,No
46306,HH046307,153.22,3,apartment,municipal,22.92,148.5,No,Urban,Low,2.0,9.26,No
46319,HH046320,265.11,3,apartment,rainwater harvesting,41.95,266.09,No,Urban,Medium,2.0,6.95,No
46323,HH046324,256.54,3,house,municipal,38.78,262.67,No,Urban,Medium,2.0,5.39,No
46325,HH046326,283.77,5.0,apartment,municipal,46.36,291.69,No,Urban,Medium,2.0,11.14,No
46326,HH046327,103.06,3,apartment,municipal,14.76,106.85,Yes,Urban,High,1,8.45,No
46335,HH046336,244.24,4.0,apartment,municipal,34.66,244.54,No,Urban,Low,1,14.15,No
46339,HH046340,108.39,8.0,house,municipal,15.75,110.44,No,Suburban,Low,1.0,6.15,No
46340,HH046341,70.91,3,apartment,municipal,11.16,74.39,No,Rural,Low,1.0,9.27,No
46346,HH046347,182.27,3,apartment,municipal,28.4,173.52,No,Suburban,High,2.0,10.08,No
46350,HH046351,201.63,8.0,apartment,municipal,31.42,195.55,No,Urban,Medium,1.0,8.09,No
46351,HH046352,139.14,3,apartment,municipal,19.84,134.32,No,Urban,High,3.0,11.25,No
46356,HH046357,194.1,5.0,house,municipal,30.92,192.09,No,Urban,Low,4.0,7.84,No
46359,HH046360,273.76,5.0,apartment,municipal,38.29,283.06,No,Urban,Low,4.0,7.37,No
46362,HH046363,146.45,1.0,apartment,municipal,22.1,144.74,No,Urban,Medium,2.0,10.73,Yes
46366,HH046367,263.08,1.0,apartment,municipal,37.8,265.41,Yes,Urban,Low,1.0,5.78,No
46380,HH046381,187.07,3,apartment,municipal,30.02,196.75,No,Suburban,Medium,4.0,6.72,No
46381,HH046382,249.96,3,apartment,borewell,35.7,251.04,No,Urban,Low,2.0,8.01,No
46388,HH046389,162.88,3,apartment,municipal,26.59,163.22,No,Urban,Low,1.0,5.49,No
46389,HH046390,187.15,5.0,house,borewell,25.68,191.86,No,Urban,Medium,1.0,5.13,No
46390,HH046391,231.62,3,apartment,municipal,32.1,225.91,No,Urban,Medium,2.0,7.81,No
46392,HH046393,277.14,6.0,apartment,municipal,38.55,270.87,No,Urban,Medium,1.0,6.92,No
46395,HH046396,261.84,4.0,apartment,rainwater harvesting,39.31,267.03,No,Suburban,Medium,2.0,13.47,No
46396,HH046397,181.64,3.0,apartment,municipal,26.58,186.35,No,Urban,High,1.0,12.26,No
46406,HH046407,217.75,3,apartment,municipal,32.28,216.57,No,Urban,Medium,3.0,5.24,No
46413,HH046414,203.59,3,apartment,municipal,32.88,208.25,No,Urban,Medium,2.0,10.04,No
46425,HH046426,154.19,3.0,house,municipal,25.29,160.99,No,Suburban,Medium,1,10.08,No
46443,HH046444,190.17,4.0,apartment,municipal,30.19,191.94,No,Urban,Medium,1.0,12.24,No
46451,HH046452,243.44,3.0,house,borewell,33.66,235.91,No,Urban,High,1.0,5.95,No
46459,HH046460,294.53,5.0,apartment,rainwater harvesting,39.79,301.88,No,Urban,Medium,2.0,9.74,No
46467,HH046468,223.99,2.0,apartment,municipal,34.0,228.39,No,Urban,High,1,9.82,No
46478,HH046479,95.95,3,apartment,municipal,15.12,95.43,No,Urban,Medium,4.0,7.89,No
46483,HH046484,136.33,5.0,apartment,well,21.97,133.67,No,Urban,Medium,1.0,6.19,No
46495,HH046496,266.23,3,apartment,municipal,37.72,266.24,No,Urban,Low,4.0,9.5,No
46500,HH046501,219.46,3.0,apartment,rainwater harvesting,36.03,222.83,No,Urban,Low,1.0,9.41,No
46502,HH046503,200.48,4.0,apartment,municipal,30.69,199.51,No,Suburban,Low,1,9.28,No
46508,HH046509,196.67,5.0,apartment,municipal,30.48,198.86,No,Urban,Medium,2.0,6.74,No
46509,HH046510,231.54,3,house,municipal,32.07,238.42,Yes,Rural,Medium,2.0,7.98,No
46510,HH046511,211.36,4.0,house,municipal,34.82,218.77,No,Rural,Medium,2.0,6.23,No
46515,HH046516,211.94,3,house,rainwater harvesting,34.45,204.69,No,Urban,Medium,1.0,10.6,No
46528,HH046529,129.94,4.0,apartment,well,18.3,135.76,Yes,Urban,High,1.0,10.02,No
46533,HH046534,113.42,3,apartment,municipal,17.54,110.59,No,Suburban,Medium,1.0,12.33,No
46549,HH046550,262.95,3,apartment,municipal,41.8,259.76,No,Urban,Low,1.0,8.27,No
46558,HH046559,164.09,4.0,apartment,municipal,24.7,170.41,No,Suburban,Medium,1,9.21,No
46566,HH046567,205.08,3,apartment,municipal,27.79,206.9,No,Suburban,Medium,2.0,9.54,Yes
46568,HH046569,164.24,5.0,house,municipal,22.73,159.92,Yes,Rural,Low,2.0,11.86,No
46583,HH046584,287.1,3.0,house,municipal,41.95,287.89,No,Urban,Medium,1.0,8.89,No
46585,HH046586,175.36,4.0,apartment,municipal,26.11,171.07,No,Suburban,Medium,3.0,3.0,No
46599,HH046600,136.16,1.0,apartment,municipal,21.71,138.1,No,Urban,High,1,6.58,No
46603,HH046604,317.66,4.0,house,borewell,47.38,314.52,No,Urban,Medium,1,6.85,No
46609,HH046610,173.87,3.0,apartment,municipal,25.51,168.18,No,Urban,Medium,1.0,14.62,No
46611,HH046612,170.87,3.0,apartment,municipal,24.47,169.46,No,Suburban,Medium,1,10.2,No
46613,HH046614,166.66,3,apartment,borewell,25.45,169.42,No,Suburban,Medium,1.0,8.6,No
46615,HH046616,203.64,4.0,apartment,municipal,30.81,196.78,No,Urban,Medium,1.0,8.82,No
46618,HH046619,216.65,3,apartment,municipal,30.72,209.1,No,Urban,Medium,1.0,9.69,Yes
46636,HH046637,174.62,3,apartment,municipal,28.14,170.54,No,Rural,Medium,2.0,10.9,No
46648,HH046649,126.48,3.0,apartment,municipal,19.66,131.46,No,Suburban,Medium,1,10.34,No
46656,HH046657,228.69,3,apartment,municipal,34.67,224.24,No,Urban,Low,1,11.47,No
46663,HH046664,218.62,5.0,apartment,municipal,32.65,220.4,No,Urban,Medium,1,3.0,No
46698,HH046699,155.15,3.0,apartment,municipal,24.98,162.69,No,Urban,High,2.0,7.62,No
46702,HH046703,290.44,3,apartment,well,42.49,277.23,No,Urban,Low,1.0,9.65,No
46706,HH046707,181.96,3.0,apartment,well,28.96,179.22,No,Suburban,Medium,1,8.49,No
46710,HH046711,245.21,3,apartment,borewell,33.91,248.22,Yes,Urban,Medium,2.0,3.0,No
46716,HH046717,223.4,2.0,apartment,municipal,32.3,224.54,No,Urban,Medium,1,5.59,No
46718,HH046719,105.9,2.0,apartment,municipal,16.45,113.11,No,Suburban,Medium,3.0,3.0,No
46719,HH046720,92.32,3,house,municipal,14.59,94.88,No,Rural,High,1,7.87,No
46727,HH046728,277.56,3,house,municipal,42.93,275.88,No,Rural,Low,1.0,10.17,No
46729,HH046730,220.79,3.0,house,municipal,31.03,219.58,No,Urban,High,2.0,11.97,No
46740,HH046741,225.65,8.0,apartment,municipal,34.89,223.44,No,Urban,Low,1,10.03,No
46743,HH046744,90.42,3.0,apartment,borewell,12.39,86.92,No,Suburban,Medium,1,5.65,No
46744,HH046745,185.42,5.0,apartment,municipal,27.62,187.74,No,Urban,Medium,2.0,14.92,No
46745,HH046746,176.35,4.0,apartment,municipal,26.04,174.18,No,Urban,Medium,1,13.77,No
46747,HH046748,165.72,3.0,apartment,borewell,24.42,160.85,No,Suburban,Medium,1.0,9.32,No
46751,HH046752,219.56,3.0,house,borewell,33.48,216.47,No,Urban,Medium,3.0,12.88,No
46753,HH046754,151.96,5.0,house,municipal,24.82,159.01,No,Urban,High,1,9.83,No
46756,HH046757,182.11,4.0,apartment,municipal,27.31,188.85,No,Urban,Medium,3.0,10.08,No
46767,HH046768,220.42,4.0,house,well,32.57,224.04,No,Suburban,Medium,2.0,8.76,No
46770,HH046771,137.07,3.0,apartment,municipal,20.1,136.42,No,Urban,Medium,2.0,11.43,No
46776,HH046777,251.33,3,apartment,rainwater harvesting,33.99,248.45,No,Rural,Medium,1,10.26,No
46780,HH046781,225.23,5.0,apartment,municipal,36.66,217.25,No,Rural,Medium,3.0,4.45,No
46783,HH046784,204.45,7.0,apartment,municipal,30.57,205.75,No,Urban,High,1.0,6.56,No
46785,HH046786,157.87,3,apartment,borewell,26.01,161.52,No,Suburban,High,1.0,8.74,No
46799,HH046800,68.73,4.0,house,municipal,10.58,66.68,No,Suburban,Medium,3.0,8.25,No
46800,HH046801,177.24,4.0,house,municipal,25.66,170.29,No,Urban,Medium,2.0,3.38,No
46803,HH046804,198.72,3,apartment,municipal,27.59,203.78,No,Suburban,Medium,1.0,6.42,No
46815,HH046816,178.1,7.0,apartment,municipal,25.9,179.66,No,Urban,Low,1.0,8.49,No
46821,HH046822,138.66,5.0,apartment,rainwater harvesting,22.55,138.26,No,Rural,Low,3.0,6.42,No
46829,HH046830,238.21,3.0,apartment,municipal,38.17,231.47,No,Urban,High,1.0,5.73,No
46830,HH046831,196.46,4.0,apartment,municipal,31.72,195.2,Yes,Suburban,Medium,2.0,5.67,No
46832,HH046833,209.96,5.0,house,municipal,31.71,213.55,No,Urban,Low,1.0,8.64,No
46841,HH046842,236.51,2.0,apartment,municipal,34.93,226.86,No,Suburban,Medium,1.0,12.37,No
46847,HH046848,169.61,4.0,apartment,rainwater harvesting,26.93,167.27,No,Urban,Medium,2.0,6.79,Yes
46852,HH046853,255.31,4.0,apartment,municipal,41.34,259.65,No,Urban,Medium,1.0,6.66,No
46855,HH046856,194.8,5.0,apartment,municipal,29.48,199.29,No,Urban,High,4.0,5.85,No
46867,HH046868,244.49,3.0,house,municipal,39.63,254.76,No,Urban,Low,1.0,5.76,No
46872,HH046873,194.38,3,apartment,municipal,30.05,198.98,No,Urban,Medium,3.0,6.29,No
46874,HH046875,176.02,3,apartment,well,24.24,176.62,No,Urban,Medium,1,6.42,No
46878,HH046879,167.99,3.0,apartment,rainwater harvesting,26.82,163.78,No,Rural,Low,2.0,10.55,No
46882,HH046883,69.28,3,house,municipal,10.5,72.73,Yes,Urban,Low,1.0,11.07,No
46889,HH046890,220.89,3.0,apartment,borewell,31.88,222.01,No,Suburban,Low,2.0,14.67,No
46893,HH046894,184.41,4.0,apartment,municipal,30.39,187.18,No,Urban,Medium,4.0,12.93,No
46894,HH046895,168.37,3,apartment,municipal,27.14,160.06,No,Rural,Medium,1.0,6.7,No
46898,HH046899,184.4,4.0,apartment,municipal,27.7,186.5,No,Urban,Medium,2.0,6.03,No
46904,HH046905,135.43,3.0,apartment,municipal,20.38,131.62,No,Urban,Medium,2.0,7.35,No
46908,HH046909,211.16,6.0,house,municipal,32.23,207.12,No,Urban,Medium,1.0,13.47,No
46919,HH046920,234.18,3.0,apartment,municipal,36.43,222.88,Yes,Urban,Medium,2.0,4.29,No
46923,HH046924,183.8,3,apartment,borewell,25.81,192.03,No,Urban,Medium,1,9.87,No
46924,HH046925,227.97,3,apartment,municipal,30.78,230.77,No,Urban,Medium,1,3.51,No
46941,HH046942,164.67,4.0,apartment,borewell,26.98,167.36,Yes,Rural,Medium,1.0,4.6,No
46946,HH046947,289.66,5.0,house,municipal,42.54,293.76,No,Suburban,Medium,2.0,10.3,No
46960,HH046961,160.58,2.0,apartment,municipal,26.04,167.74,No,Urban,Low,1.0,7.36,No
46964,HH046965,236.65,4.0,house,municipal,37.19,233.97,No,Urban,Medium,2.0,7.13,No
46965,HH046966,132.66,3.0,apartment,municipal,18.83,129.95,No,Suburban,Low,2.0,11.47,No
46966,HH046967,197.16,3,house,municipal,32.41,195.22,No,Rural,Medium,2.0,9.02,No
46968,HH046969,229.62,2.0,apartment,municipal,34.15,232.69,No,Suburban,Medium,1,7.04,No
46973,HH046974,260.43,3,house,well,37.69,266.51,No,Urban,Low,3.0,5.19,No
